ano,geocod,regiao,nivel,quartil,renda_m2
2025,2004701,Horta,Concelho,1.º quartil,3.34
2025,2004801,Lajes das Flores,Concelho,1.º quartil,
2025,2004802,Santa Cruz das Flores,Concelho,1.º quartil,
2025,2004901,Corvo,Concelho,1.º quartil,
2025,3,Região Autónoma da Madeira,NUTS I,1.º quartil,7.04
2025,30,Região Autónoma da Madeira,NUTS II,1.º quartil,7.04
2025,300,Região Autónoma da Madeira,NUTS III,1.º quartil,7.04
2025,3003101,Calheta (R.A.M.),Concelho,1.º quartil,4.02
2025,3003102,Câmara de Lobos,Concelho,1.º quartil,4.64
2025,3003103,Funchal,Concelho,1.º quartil,9.26
2025,3003104,Machico,Concelho,1.º quartil,5
2025,1A01114,Vila Franca de Xira,Concelho,1.º quartil,8
2025,1A01115,Amadora,Concelho,1.º quartil,9.96
2025,1C20214,Vidigueira,Concelho,1.º quartil,
2025,1C3,Alto Alentejo,NUTS III,1.º quartil,2.84
2025,1C31201,Alter do Chão,Concelho,1.º quartil,
2025,1C31202,Arronches,Concelho,1.º quartil,2.23
2025,1C31203,Avis,Concelho,1.º quartil,
2025,1C31204,Campo Maior,Concelho,1.º quartil,2.16
2025,1C31205,Castelo de Vide,Concelho,1.º quartil,
2025,1C31206,Crato,Concelho,1.º quartil,
2025,1C31207,Elvas,Concelho,1.º quartil,3.36
2025,1C31208,Fronteira,Concelho,1.º quartil,
2025,1D31412,Golegã,Concelho,1.º quartil,4.09
2025,1D31414,Rio Maior,Concelho,1.º quartil,4.04
2025,1D31415,Salvaterra de Magos,Concelho,1.º quartil,4.49
2025,1D31416,Santarém,Concelho,1.º quartil,4.81
2025,2,Região Autónoma dos Açores,NUTS I,1.º quartil,3.88
2025,20,Região Autónoma dos Açores,NUTS II,1.º quartil,3.88
2025,200,Região Autónoma dos Açores,NUTS III,1.º quartil,3.88
2025,2004101,Vila do Porto,Concelho,1.º quartil,
2025,2004201,Lagoa (R.A.A.),Concelho,1.º quartil,3.97
2025,2004202,Nordeste,Concelho,1.º quartil,
2025,2004203,Ponta Delgada,Concelho,1.º quartil,4.69
2025,2004204,Povoação,Concelho,1.º quartil,
2025,1A01116,Odivelas,Concelho,1.º quartil,9.18
2025,1B,Península de Setúbal,NUTS II,1.º quartil,8.17
2025,1B0,Península de Setúbal,NUTS III,1.º quartil,8.17
2025,1B01502,Alcochete,Concelho,1.º quartil,7.64
2025,1B01503,Almada,Concelho,1.º quartil,9.58
2025,1B01504,Barreiro,Concelho,1.º quartil,8.68
2025,1B01506,Moita,Concelho,1.º quartil,7.5
2025,1B01507,Montijo,Concelho,1.º quartil,7.17
2025,1B01508,Palmela,Concelho,1.º quartil,7.13
2025,1B01510,Seixal,Concelho,1.º quartil,8.16
2025,1B01511,Sesimbra,Concelho,1.º quartil,6.63
2025,1B01512,Setúbal,Concelho,1.º quartil,8.19
2025,1C,Alentejo,NUTS II,1.º quartil,3.51
2025,1C1,Alentejo Litoral,NUTS III,1.º quartil,5.29
2025,1C10211,Odemira,Concelho,1.º quartil,4
2025,1C11501,Alcácer do Sal,Concelho,1.º quartil,4.27
2025,1C11505,Grândola,Concelho,1.º quartil,5.74
2025,1C11509,Santiago do Cacém,Concelho,1.º quartil,6.37
2025,1C11513,Sines,Concelho,1.º quartil,8.23
2025,1C2,Baixo Alentejo,NUTS III,1.º quartil,3.6
2025,1C20201,Aljustrel,Concelho,1.º quartil,5.1
2025,1C20202,Almodôvar,Concelho,1.º quartil,3.57
2025,1C20203,Alvito,Concelho,1.º quartil,
2025,11B1713,Vila Pouca de Aguiar,Concelho,1.º quartil,2.86
2025,11C,Tâmega e Sousa,NUTS III,1.º quartil,3.24
2025,11C0106,Castelo de Paiva,Concelho,1.º quartil,2.52
2025,1C20204,Barrancos,Concelho,1.º quartil,
2025,1C20205,Beja,Concelho,1.º quartil,4.72
2025,1C20206,Castro Verde,Concelho,1.º quartil,4.05
2025,1C20207,Cuba,Concelho,1.º quartil,2.25
2025,1C20208,Ferreira do Alentejo,Concelho,1.º quartil,3.29
2025,1C20209,Mértola,Concelho,1.º quartil,
2025,1C20210,Moura,Concelho,1.º quartil,2.96
2025,1C20212,Ourique,Concelho,1.º quartil,
2025,1C20213,Serpa,Concelho,1.º quartil,3.21
2025,11C0305,Celorico de Basto,Concelho,1.º quartil,2.63
2025,11C1301,Amarante,Concelho,1.º quartil,3.13
2025,11C1307,Marco de Canaveses,Concelho,1.º quartil,3.1
2025,11C1302,Baião,Concelho,1.º quartil,2.8
2025,11C1303,Felgueiras,Concelho,1.º quartil,2.83
2025,11C1305,Lousada,Concelho,1.º quartil,3.39
2025,11C1309,Paços de Ferreira,Concelho,1.º quartil,3.64
2025,11C1311,Penafiel,Concelho,1.º quartil,3.83
2025,11C1804,Cinfães,Concelho,1.º quartil,3.16
2025,11C1813,Resende,Concelho,1.º quartil,1.9
2025,11D,Douro,NUTS III,1.º quartil,3.09
2025,11D0403,Carrazeda de Ansiães,Concelho,1.º quartil,
2025,11D0404,Freixo de Espada à Cinta,Concelho,1.º quartil,
2025,11D0409,Torre de Moncorvo,Concelho,1.º quartil,2.75
2025,11D0914,Vila Nova de Foz Côa,Concelho,1.º quartil,1.52
2025,11D1701,Alijó,Concelho,1.º quartil,2.32
2025,11D1704,Mesão Frio,Concelho,1.º quartil,
2025,11D1707,Murça,Concelho,1.º quartil,
2025,11D1708,Peso da Régua,Concelho,1.º quartil,3.59
2025,11D1710,Sabrosa,Concelho,1.º quartil,
2025,11D1711,Santa Marta de Penaguião,Concelho,1.º quartil,
2025,11D1714,Vila Real,Concelho,1.º quartil,3.9
2025,11D1801,Armamar,Concelho,1.º quartil,
2025,11D1805,Lamego,Concelho,1.º quartil,3.27
2025,11D1807,Moimenta da Beira,Concelho,1.º quartil,2.97
2025,11D1812,Penedono,Concelho,1.º quartil,
2025,11D1815,São João da Pesqueira,Concelho,1.º quartil,2.25
2025,11D1818,Sernancelhe,Concelho,1.º quartil,
2025,11D1819,Tabuaço,Concelho,1.º quartil,
2025,11D1820,Tarouca,Concelho,1.º quartil,2.6
2025,11E,Terras de Trás-os-Montes,NUTS III,1.º quartil,2.4
2025,11E0401,Alfândega da Fé,Concelho,1.º quartil,
2025,11E0402,Bragança,Concelho,1.º quartil,2.6
2025,11E0405,Macedo de Cavaleiros,Concelho,1.º quartil,2.5
2025,11E0406,Miranda do Douro,Concelho,1.º quartil,2.39
2025,11E0407,Mirandela,Concelho,1.º quartil,2.3
2025,11E0408,Mogadouro,Concelho,1.º quartil,2.44
2025,15,Algarve,NUTS II,1.º quartil,7.27
2025,11E0410,Vila Flor,Concelho,1.º quartil,1.75
2025,11E0411,Vimioso,Concelho,1.º quartil,
2025,11E0412,Vinhais,Concelho,1.º quartil,
2025,150,Algarve,NUTS III,1.º quartil,7.27
2025,1500801,Albufeira,Concelho,1.º quartil,8.04
2025,1500802,Alcoutim,Concelho,1.º quartil,
2025,1500803,Aljezur,Concelho,1.º quartil,4.78
2025,1500804,Castro Marim,Concelho,1.º quartil,5.78
2025,1500805,Faro,Concelho,1.º quartil,6.92
2025,1500806,Lagoa,Concelho,1.º quartil,6.32
2025,1500807,Lagos,Concelho,1.º quartil,8.16
2025,1500808,Loulé,Concelho,1.º quartil,8.19
2025,1500809,Monchique,Concelho,1.º quartil,5.36
2025,1500810,Olhão,Concelho,1.º quartil,6.01
2025,1500811,Portimão,Concelho,1.º quartil,8.2
2025,1500812,São Brás de Alportel,Concelho,1.º quartil,5.45
2025,1500813,Silves,Concelho,1.º quartil,6.55
2025,1500814,Tavira,Concelho,1.º quartil,8.07
2025,1500815,Vila do Bispo,Concelho,1.º quartil,6.68
2025,1500816,Vila Real de Santo António,Concelho,1.º quartil,6.52
2025,19,Centro,NUTS II,1.º quartil,4.26
2025,191,Região de Aveiro,NUTS III,1.º quartil,5
2025,1910101,Águeda,Concelho,1.º quartil,4.16
2025,1910102,Albergaria-a-Velha,Concelho,1.º quartil,4.42
2025,1910103,Anadia,Concelho,1.º quartil,4.29
2025,1910105,Aveiro,Concelho,1.º quartil,6.77
2025,1910108,Estarreja,Concelho,1.º quartil,4.38
2025,1910110,Ílhavo,Concelho,1.º quartil,5.49
2025,1910112,Murtosa,Concelho,1.º quartil,4.45
2025,1910114,Oliveira do Bairro,Concelho,1.º quartil,4.39
2025,1910115,Ovar,Concelho,1.º quartil,5
2025,1910117,Sever do Vouga,Concelho,1.º quartil,3.65
2025,1910118,Vagos,Concelho,1.º quartil,3.91
2025,192,Região de Coimbra,NUTS III,1.º quartil,4.77
2025,1920111,Mealhada,Concelho,1.º quartil,3.68
2025,1920604,Condeixa-a-Nova,Concelho,1.º quartil,4.21
2025,1920601,Arganil,Concelho,1.º quartil,3.54
2025,1920602,Cantanhede,Concelho,1.º quartil,4.05
2025,1920603,Coimbra,Concelho,1.º quartil,6.62
2025,1920605,Figueira da Foz,Concelho,1.º quartil,5.88
2025,1920606,Góis,Concelho,1.º quartil,
2025,1920607,Lousã,Concelho,1.º quartil,4.19
2025,1920608,Mira,Concelho,1.º quartil,3.67
2025,1920609,Miranda do Corvo,Concelho,1.º quartil,4.93
2025,1920610,Montemor-o-Velho,Concelho,1.º quartil,4.43
2025,1920611,Oliveira do Hospital,Concelho,1.º quartil,3.07
2025,1920612,Pampilhosa da Serra,Concelho,1.º quartil,
2025,1920613,Penacova,Concelho,1.º quartil,3.2
2025,1920614,Penela,Concelho,1.º quartil,3.89
2025,1920615,Soure,Concelho,1.º quartil,3.9
2025,1920616,Tábua,Concelho,1.º quartil,3.67
2025,1920617,Vila Nova de Poiares,Concelho,1.º quartil,3.33
2025,1921808,Mortágua,Concelho,1.º quartil,3.07
2025,193,Região de Leiria,NUTS III,1.º quartil,4.62
2025,1931002,Alvaiázere,Concelho,1.º quartil,3.3
2025,1931003,Ansião,Concelho,1.º quartil,3.33
2025,1931004,Batalha,Concelho,1.º quartil,4.29
2025,1931007,Castanheira de Pêra,Concelho,1.º quartil,4
2025,1931008,Figueiró dos Vinhos,Concelho,1.º quartil,3.2
2025,1931009,Leiria,Concelho,1.º quartil,5.68
2025,1931010,Marinha Grande,Concelho,1.º quartil,4.38
2025,1931013,Pedrógão Grande,Concelho,1.º quartil,3.13
2025,1931015,Pombal,Concelho,1.º quartil,4.02
2025,1931016,Porto de Mós,Concelho,1.º quartil,3.5
2025,194,Viseu Dão Lafões,NUTS III,1.º quartil,4
2025,1940901,Aguiar da Beira,Concelho,1.º quartil,2.42
2025,1941802,Carregal do Sal,Concelho,1.º quartil,3.3
2025,1941803,Castro Daire,Concelho,1.º quartil,3.08
2025,1941806,Mangualde,Concelho,1.º quartil,3.21
2025,1941809,Nelas,Concelho,1.º quartil,3.52
2025,1941816,São Pedro do Sul,Concelho,1.º quartil,4.17
2025,1941810,Oliveira de Frades,Concelho,1.º quartil,2.99
2025,1941811,Penalva do Castelo,Concelho,1.º quartil,3.01
2025,1941814,Santa Comba Dão,Concelho,1.º quartil,3.46
2025,1941817,Sátão,Concelho,1.º quartil,2.92
2025,1941821,Tondela,Concelho,1.º quartil,4.09
2025,1941822,Vila Nova de Paiva,Concelho,1.º quartil,2.56
2025,1941823,Viseu,Concelho,1.º quartil,4.86
2025,1941824,Vouzela,Concelho,1.º quartil,4.07
2025,195,Beira Baixa,NUTS III,1.º quartil,3.23
2025,1950502,Castelo Branco,Concelho,1.º quartil,3.66
2025,1950505,Idanha-a-Nova,Concelho,1.º quartil,2.28
2025,1950506,Oleiros,Concelho,1.º quartil,
2025,1950507,Penamacor,Concelho,1.º quartil,
2025,1950508,Proença-a-Nova,Concelho,1.º quartil,2.3
2025,1950509,Sertã,Concelho,1.º quartil,3.04
2025,1950510,Vila de Rei,Concelho,1.º quartil,
2025,1950511,Vila Velha de Ródão,Concelho,1.º quartil,2.35
2025,196,Beiras e Serra da Estrela,NUTS III,1.º quartil,3.16
2025,1960501,Belmonte,Concelho,1.º quartil,2.35
2025,1960503,Covilhã,Concelho,1.º quartil,4.15
2025,1960504,Fundão,Concelho,1.º quartil,3.35
2025,1960902,Almeida,Concelho,1.º quartil,
2025,1960903,Celorico da Beira,Concelho,1.º quartil,2.47
2025,1960904,Figueira de Castelo Rodrigo,Concelho,1.º quartil,
2025,1960905,Fornos de Algodres,Concelho,1.º quartil,
2025,1960906,Gouveia,Concelho,1.º quartil,2.55
2025,1960907,Guarda,Concelho,1.º quartil,3.8
2025,1960908,Manteigas,Concelho,1.º quartil,2.17
2025,1960909,Mêda,Concelho,1.º quartil,1.85
2025,1960910,Pinhel,Concelho,1.º quartil,2.3
2025,1960911,Sabugal,Concelho,1.º quartil,2.2
2025,1960912,Seia,Concelho,1.º quartil,2.66
2025,1960913,Trancoso,Concelho,1.º quartil,2.06
2025,1A,Grande Lisboa,NUTS II,2.º quartil,14.19
2025,1A01107,Loures,Concelho,2.º quartil,11.57
2025,1A0,Grande Lisboa,NUTS III,2.º quartil,14.19
2025,1A01105,Cascais,Concelho,2.º quartil,16.2
2025,1A01106,Lisboa,Concelho,2.º quartil,16.88
2025,1A01109,Mafra,Concelho,2.º quartil,10.66
2025,1A01110,Oeiras,Concelho,2.º quartil,15.03
2025,1A01111,Sintra,Concelho,2.º quartil,11.07
2025,1111601,Arcos de Valdevez,Concelho,2.º quartil,5.05
2025,1,Continente,NUTS I,2.º quartil,9.32
2025,11,Norte,NUTS II,2.º quartil,8
2025,1120301,Amares,Concelho,2.º quartil,5.97
2025,1120302,Barcelos,Concelho,2.º quartil,6.41
2025,1120303,Braga,Concelho,2.º quartil,8.38
2025,1120306,Esposende,Concelho,2.º quartil,7.46
2025,1120310,Terras de Bouro,Concelho,2.º quartil,
2025,1120313,Vila Verde,Concelho,2.º quartil,5.85
2025,119,Ave,NUTS III,2.º quartil,5.98
2025,1190304,Cabeceiras de Basto,Concelho,2.º quartil,3.88
2025,1190307,Fafe,Concelho,2.º quartil,4.7
2025,1190312,Vila Nova de Famalicão,Concelho,2.º quartil,6.57
2025,1190308,Guimarães,Concelho,2.º quartil,6.45
2025,1190309,Póvoa de Lanhoso,Concelho,2.º quartil,4.63
2025,1190311,Vieira do Minho,Concelho,2.º quartil,5.47
2025,1190314,Vizela,Concelho,2.º quartil,5.46
2025,1191705,Mondim de Basto,Concelho,2.º quartil,4.05
2025,11A,Área Metropolitana do Porto,NUTS III,2.º quartil,10.17
2025,11A0104,Arouca,Concelho,2.º quartil,5.28
2025,11A0107,Espinho,Concelho,2.º quartil,9.87
2025,11A0109,Santa Maria da Feira,Concelho,2.º quartil,6.53
2025,11A0113,Oliveira de Azeméis,Concelho,2.º quartil,5.63
2025,11A0116,São João da Madeira,Concelho,2.º quartil,6.8
2025,11A0119,Vale de Cambra,Concelho,2.º quartil,5.72
2025,11A1304,Gondomar,Concelho,2.º quartil,8.57
2025,11A1306,Maia,Concelho,2.º quartil,9.59
2025,11A1308,Matosinhos,Concelho,2.º quartil,12.12
2025,11A1310,Paredes,Concelho,2.º quartil,5.73
2025,11A1312,Porto,Concelho,2.º quartil,14.13
2025,11A1313,Póvoa de Varzim,Concelho,2.º quartil,8.7
2025,11A1314,Santo Tirso,Concelho,2.º quartil,6.06
2025,11A1315,Valongo,Concelho,2.º quartil,8.04
2025,11A1316,Vila do Conde,Concelho,2.º quartil,8.04
2025,11A1317,Vila Nova de Gaia,Concelho,2.º quartil,10.63
2025,11A1318,Trofa,Concelho,2.º quartil,7.05
2025,11B,Alto Tâmega e Barroso,NUTS III,2.º quartil,4.72
2025,11B1702,Boticas,Concelho,2.º quartil,
2025,11B1703,Chaves,Concelho,2.º quartil,5.18
2025,11B1706,Montalegre,Concelho,2.º quartil,
2025,11B1709,Ribeira de Pena,Concelho,2.º quartil,
2025,11B1712,Valpaços,Concelho,2.º quartil,3.52
2025,111,Alto Minho,NUTS III,2.º quartil,6.5
2025,1111602,Caminha,Concelho,2.º quartil,6.14
2025,1111603,Melgaço,Concelho,2.º quartil,4.23
2025,1111604,Monção,Concelho,2.º quartil,6.25
2025,1111605,Paredes de Coura,Concelho,2.º quartil,4.55
2025,1111606,Ponte da Barca,Concelho,2.º quartil,4.29
2025,1111607,Ponte de Lima,Concelho,2.º quartil,5.91
2025,1111608,Valença,Concelho,2.º quartil,5.43
2025,1111609,Viana do Castelo,Concelho,2.º quartil,7.5
2025,1111610,Vila Nova de Cerveira,Concelho,2.º quartil,4.58
2025,112,Cávado,NUTS III,2.º quartil,7.82
2025,3003105,Ponta do Sol,Concelho,2.º quartil,
2025,3003106,Porto Moniz,Concelho,2.º quartil,
2025,3003107,Ribeira Brava,Concelho,2.º quartil,6.1
2025,3003108,Santa Cruz,Concelho,2.º quartil,10.49
2025,3003109,Santana,Concelho,2.º quartil,
2025,3003110,São Vicente,Concelho,2.º quartil,
2025,3003201,Porto Santo,Concelho,2.º quartil,
2025,PT,Portugal,Nacional,2.º quartil,9.29
2025,1D11014,Peniche,Concelho,2.º quartil,7.69
2025,1D11101,Alenquer,Concelho,2.º quartil,8.33
2025,1D11102,Arruda dos Vinhos,Concelho,2.º quartil,7.32
2025,1D11104,Cadaval,Concelho,2.º quartil,5.76
2025,1D11108,Lourinhã,Concelho,2.º quartil,7.14
2025,1D11112,Sobral de Monte Agraço,Concelho,2.º quartil,7.45
2025,1D11113,Torres Vedras,Concelho,2.º quartil,8.33
2025,1D2,Médio Tejo,NUTS III,2.º quartil,6.33
2025,1D21401,Abrantes,Concelho,2.º quartil,5.79
2025,1D21402,Alcanena,Concelho,2.º quartil,4.79
2025,1D21408,Constância,Concelho,2.º quartil,
2025,1D21410,Entroncamento,Concelho,2.º quartil,7.06
2025,1D21411,Ferreira do Zêzere,Concelho,2.º quartil,5.13
2025,1D21413,Mação,Concelho,2.º quartil,
2025,1D21417,Sardoal,Concelho,2.º quartil,
2025,1D21418,Tomar,Concelho,2.º quartil,6.85
2025,1D21419,Torres Novas,Concelho,2.º quartil,6.5
2025,1D21420,Vila Nova da Barquinha,Concelho,2.º quartil,5.6
2025,1D21421,Ourém,Concelho,2.º quartil,6.68
2025,1D3,Lezíria do Tejo,NUTS III,2.º quartil,6.57
2025,1D31103,Azambuja,Concelho,2.º quartil,7.53
2025,1D31403,Almeirim,Concelho,2.º quartil,6.48
2025,1D31404,Alpiarça,Concelho,2.º quartil,4.68
2025,1D31405,Benavente,Concelho,2.º quartil,7.56
2025,1D31406,Cartaxo,Concelho,2.º quartil,5.93
2025,1D31407,Chamusca,Concelho,2.º quartil,4.31
2025,1D31409,Coruche,Concelho,2.º quartil,5.64
2025,1C31209,Gavião,Concelho,2.º quartil,
2025,1C31210,Marvão,Concelho,2.º quartil,3.11
2025,1C31211,Monforte,Concelho,2.º quartil,
2025,1C31212,Nisa,Concelho,2.º quartil,
2025,1C31213,Ponte de Sor,Concelho,2.º quartil,5.51
2025,1C31214,Portalegre,Concelho,2.º quartil,4.37
2025,1C31215,Sousel,Concelho,2.º quartil,3.13
2025,1C4,Alentejo Central,NUTS III,2.º quartil,5.94
2025,1C40701,Alandroal,Concelho,2.º quartil,
2025,1C40702,Arraiolos,Concelho,2.º quartil,4.93
2025,1C40703,Borba,Concelho,2.º quartil,3.31
2025,1C40704,Estremoz,Concelho,2.º quartil,4.59
2025,1C40705,Évora,Concelho,2.º quartil,8.48
2025,1C40706,Montemor-o-Novo,Concelho,2.º quartil,5.65
2025,1C40707,Mora,Concelho,2.º quartil,3.97
2025,1C40708,Mourão,Concelho,2.º quartil,
2025,1C40709,Portel,Concelho,2.º quartil,
2025,1C40713,Viana do Alentejo,Concelho,2.º quartil,3.6
2025,1C40710,Redondo,Concelho,2.º quartil,4.07
2025,1C40711,Reguengos de Monsaraz,Concelho,2.º quartil,5.07
2025,1C40712,Vendas Novas,Concelho,2.º quartil,6.51
2025,1C40714,Vila Viçosa,Concelho,2.º quartil,3.59
2025,1D,Oeste e Vale do Tejo,NUTS II,2.º quartil,7
2025,1D1,Oeste,NUTS III,2.º quartil,7.69
2025,1D11001,Alcobaça,Concelho,2.º quartil,6.76
2025,1D11005,Bombarral,Concelho,2.º quartil,6.5
2025,1D11006,Caldas da Rainha,Concelho,2.º quartil,8.06
2025,1D11011,Nazaré,Concelho,2.º quartil,8.42
2025,1D11012,Óbidos,Concelho,2.º quartil,7.88
2025,2004205,Ribeira Grande,Concelho,2.º quartil,5.66
2025,2004206,Vila Franca do Campo,Concelho,2.º quartil,
2025,2004301,Angra do Heroísmo,Concelho,2.º quartil,5.56
2025,2004302,Vila da Praia da Vitória,Concelho,2.º quartil,6.62
2025,2004401,Santa Cruz da Graciosa,Concelho,2.º quartil,
2025,2004501,Calheta (R.A.A.),Concelho,2.º quartil,
2025,2004502,Velas,Concelho,2.º quartil,5.91
2025,2004601,Lajes do Pico,Concelho,2.º quartil,
2025,2004602,Madalena,Concelho,2.º quartil,4.87
2025,2004603,São Roque do Pico,Concelho,2.º quartil,
2025,2004701,Horta,Concelho,2.º quartil,4.84
2025,2004801,Lajes das Flores,Concelho,2.º quartil,
2025,2004802,Santa Cruz das Flores,Concelho,2.º quartil,
2025,2004901,Corvo,Concelho,2.º quartil,
2025,3,Região Autónoma da Madeira,NUTS I,2.º quartil,11.33
2025,30,Região Autónoma da Madeira,NUTS II,2.º quartil,11.33
2025,300,Região Autónoma da Madeira,NUTS III,2.º quartil,11.33
2025,3003101,Calheta (R.A.M.),Concelho,2.º quartil,6.41
2025,3003102,Câmara de Lobos,Concelho,2.º quartil,7.19
2025,3003103,Funchal,Concelho,2.º quartil,13.2
2025,3003104,Machico,Concelho,2.º quartil,5.92
2025,1A01114,Vila Franca de Xira,Concelho,2.º quartil,10.53
2025,1A01115,Amadora,Concelho,2.º quartil,12.77
2025,1C20214,Vidigueira,Concelho,2.º quartil,
2025,1C3,Alto Alentejo,NUTS III,2.º quartil,4.25
2025,1C31201,Alter do Chão,Concelho,2.º quartil,
2025,1C31202,Arronches,Concelho,2.º quartil,3.8
2025,1C31203,Avis,Concelho,2.º quartil,
2025,1C31204,Campo Maior,Concelho,2.º quartil,3.49
2025,1C31205,Castelo de Vide,Concelho,2.º quartil,
2025,1C31206,Crato,Concelho,2.º quartil,
2025,1C31207,Elvas,Concelho,2.º quartil,4.61
2025,1C31208,Fronteira,Concelho,2.º quartil,
2025,1D31412,Golegã,Concelho,2.º quartil,4.73
2025,1D31414,Rio Maior,Concelho,2.º quartil,5.6
2025,1D31415,Salvaterra de Magos,Concelho,2.º quartil,6.03
2025,1D31416,Santarém,Concelho,2.º quartil,7.2
2025,2,Região Autónoma dos Açores,NUTS I,2.º quartil,5.94
2025,20,Região Autónoma dos Açores,NUTS II,2.º quartil,5.94
2025,200,Região Autónoma dos Açores,NUTS III,2.º quartil,5.94
2025,2004101,Vila do Porto,Concelho,2.º quartil,
2025,2004201,Lagoa (R.A.A.),Concelho,2.º quartil,6.53
2025,2004202,Nordeste,Concelho,2.º quartil,
2025,2004203,Ponta Delgada,Concelho,2.º quartil,7.33
2025,2004204,Povoação,Concelho,2.º quartil,
2025,1A01116,Odivelas,Concelho,2.º quartil,12.5
2025,1B,Península de Setúbal,NUTS II,2.º quartil,11.05
2025,1B0,Península de Setúbal,NUTS III,2.º quartil,11.05
2025,1B01502,Alcochete,Concelho,2.º quartil,9.98
2025,1B01503,Almada,Concelho,2.º quartil,12.98
2025,1B01504,Barreiro,Concelho,2.º quartil,11.18
2025,1B01506,Moita,Concelho,2.º quartil,9.85
2025,1B01507,Montijo,Concelho,2.º quartil,9.92
2025,1B01508,Palmela,Concelho,2.º quartil,9.48
2025,1B01510,Seixal,Concelho,2.º quartil,11.01
2025,1B01511,Sesimbra,Concelho,2.º quartil,9.53
2025,1B01512,Setúbal,Concelho,2.º quartil,10.86
2025,1C,Alentejo,NUTS II,2.º quartil,5.68
2025,1C1,Alentejo Litoral,NUTS III,2.º quartil,8.33
2025,1C10211,Odemira,Concelho,2.º quartil,6.64
2025,1C11501,Alcácer do Sal,Concelho,2.º quartil,7.88
2025,1C11505,Grândola,Concelho,2.º quartil,10.81
2025,1C11509,Santiago do Cacém,Concelho,2.º quartil,9.01
2025,1C11513,Sines,Concelho,2.º quartil,12.95
2025,1C2,Baixo Alentejo,NUTS III,2.º quartil,5.58
2025,1C20201,Aljustrel,Concelho,2.º quartil,7.29
2025,1C20202,Almodôvar,Concelho,2.º quartil,5.03
2025,1C20203,Alvito,Concelho,2.º quartil,
2025,11B1713,Vila Pouca de Aguiar,Concelho,2.º quartil,3.77
2025,11C,Tâmega e Sousa,NUTS III,2.º quartil,4.65
2025,11C0106,Castelo de Paiva,Concelho,2.º quartil,4.06
2025,1C20204,Barrancos,Concelho,2.º quartil,
2025,1C20205,Beja,Concelho,2.º quartil,6.57
2025,1C20206,Castro Verde,Concelho,2.º quartil,5.62
2025,1C20207,Cuba,Concelho,2.º quartil,3.32
2025,1C20208,Ferreira do Alentejo,Concelho,2.º quartil,4.79
2025,1C20209,Mértola,Concelho,2.º quartil,
2025,1C20210,Moura,Concelho,2.º quartil,4.44
2025,1C20212,Ourique,Concelho,2.º quartil,
2025,1C20213,Serpa,Concelho,2.º quartil,4.48
2025,11C0305,Celorico de Basto,Concelho,2.º quartil,3.51
2025,11C1301,Amarante,Concelho,2.º quartil,4.45
2025,11C1307,Marco de Canaveses,Concelho,2.º quartil,4.6
2025,11C1302,Baião,Concelho,2.º quartil,3.89
2025,11C1303,Felgueiras,Concelho,2.º quartil,4.28
2025,11C1305,Lousada,Concelho,2.º quartil,4.84
2025,11C1309,Paços de Ferreira,Concelho,2.º quartil,5.39
2025,11C1311,Penafiel,Concelho,2.º quartil,5.6
2025,11C1804,Cinfães,Concelho,2.º quartil,4.14
2025,11C1813,Resende,Concelho,2.º quartil,2.73
2025,11D,Douro,NUTS III,2.º quartil,4.68
2025,11D0403,Carrazeda de Ansiães,Concelho,2.º quartil,
2025,11D0404,Freixo de Espada à Cinta,Concelho,2.º quartil,
2025,11D0409,Torre de Moncorvo,Concelho,2.º quartil,3.54
2025,11D0914,Vila Nova de Foz Côa,Concelho,2.º quartil,3.06
2025,11D1701,Alijó,Concelho,2.º quartil,3.16
2025,11D1704,Mesão Frio,Concelho,2.º quartil,
2025,11D1707,Murça,Concelho,2.º quartil,
2025,11D1708,Peso da Régua,Concelho,2.º quartil,4.79
2025,11D1710,Sabrosa,Concelho,2.º quartil,
2025,11D1711,Santa Marta de Penaguião,Concelho,2.º quartil,
2025,11D1714,Vila Real,Concelho,2.º quartil,5.83
2025,11D1801,Armamar,Concelho,2.º quartil,
2025,11D1805,Lamego,Concelho,2.º quartil,4.86
2025,11D1807,Moimenta da Beira,Concelho,2.º quartil,3.77
2025,11D1812,Penedono,Concelho,2.º quartil,
2025,11D1815,São João da Pesqueira,Concelho,2.º quartil,3.7
2025,11D1818,Sernancelhe,Concelho,2.º quartil,
2025,11D1819,Tabuaço,Concelho,2.º quartil,
2025,11D1820,Tarouca,Concelho,2.º quartil,3.17
2025,11E,Terras de Trás-os-Montes,NUTS III,2.º quartil,3.87
2025,11E0401,Alfândega da Fé,Concelho,2.º quartil,
2025,11E0402,Bragança,Concelho,2.º quartil,4.63
2025,11E0405,Macedo de Cavaleiros,Concelho,2.º quartil,3.35
2025,11E0406,Miranda do Douro,Concelho,2.º quartil,3.37
2025,11E0407,Mirandela,Concelho,2.º quartil,3.88
2025,11E0408,Mogadouro,Concelho,2.º quartil,2.92
2025,15,Algarve,NUTS II,2.º quartil,10.53
2025,11E0410,Vila Flor,Concelho,2.º quartil,2.55
2025,11E0411,Vimioso,Concelho,2.º quartil,
2025,11E0412,Vinhais,Concelho,2.º quartil,
2025,150,Algarve,NUTS III,2.º quartil,10.53
2025,1500801,Albufeira,Concelho,2.º quartil,11.44
2025,1500802,Alcoutim,Concelho,2.º quartil,
